Timestamp_Origin,Scooter_ID,Long_Origin,Lat_Origin,Battery_Origin,Timestamp_Destination,Long_Destination,Lat_Destination,Battery_Destination
2019-10-16 16:24:02,87c794a9-b633-4f01-9f59-5d11b3e71866,-111.941649,33.421066,24,2019-10-16 16:25:02,-111.94237,33.421844,24
2019-10-16 12:57:02,03c089e2-06ae-47c2-88fc-19ecdf3fa192,-111.9398271,33.4225953,44,2019-10-16 13:41:02,-111.941581,33.424172,36
2019-10-16 13:48:02,10143287-7d51-4134-84f1-50bc02e1f022,-111.938928,33.42258,37,2019-10-16 13:49:02,-111.93957,33.421677,36
2019-10-16 18:57:02,5ee76bd8-b64c-498e-b233-e1db4d180597,-111.939082,33.423287,71,2019-10-16 19:30:01,-111.936635088,33.3786268453,70
2019-10-16 19:30:01,5ee76bd8-b64c-498e-b233-e1db4d180597,-111.936635088,33.3786268453,70,2019-10-16 19:31:01,-111.939466,33.42179,70
2019-10-16 11:29:01,ea751ded-c583-4689-b13e-d3f1267478f5,-111.939072,33.423129,28,2019-10-16 11:30:01,-111.938636,33.424471,28
2019-10-16 16:37:02,ea751ded-c583-4689-b13e-d3f1267478f5,-111.938636,33.424471,28,2019-10-16 17:10:02,-111.9392,33.42306,28
2019-10-17 04:47:02,a79081a6-bdc6-4220-8b77-b71cbaa2921b,-111.940256,33.42375,70,2019-10-17 05:12:01,-111.936118,33.394955,51
2019-10-17 15:09:01,4d433a77-9745-4757-be85-e11c1a28ebfc,-111.941365,33.424088,60,2019-10-17 15:14:01,-111.940926304,33.4229149204,60
2019-10-16 06:09:01,520795f4-68ee-468e-8036-85e1675292e0,-111.926064,33.414911,67,2019-10-16 06:10:01,-111.924063,33.415132,66
2019-10-16 13:11:02,a7c40222-bb3d-4bf4-a4ad-01232c221b2a,-111.939826431,33.4232849814,15,2019-10-16 13:12:02,-111.938485,33.423452,15
2019-10-16 18:57:02,a7c40222-bb3d-4bf4-a4ad-01232c221b2a,-111.938485,33.423452,12,2019-10-16 18:58:02,-111.939808913,33.4232485202,12
2019-10-16 18:59:02,a7c40222-bb3d-4bf4-a4ad-01232c221b2a,-111.939808913,33.4232485202,12,2019-10-16 19:00:02,-111.938485,33.423452,12
2019-10-16 15:24:01,a516f217-d366-42cd-b08a-34d3b51d35fc,-111.939884,33.424186,96,2019-10-16 15:25:01,-111.940961,33.42399,96
2019-10-16 06:38:01,afc4dd2b-fd82-4555-8ba1-adcbcbcbacbb,-111.94377,33.414747,56,2019-10-16 06:39:01,-111.94559,33.41174,82
2019-10-16 13:19:02,9c726f51-c905-4397-981d-0ba91b3dd58c,-111.940078,33.423519,74,2019-10-16 13:20:02,-111.941033,33.423944,74
2019-10-16 13:19:02,be5ffa83-0152-42fd-8256-b3bb1d1ad94f,-111.940171,33.423741,100,2019-10-16 13:20:02,-111.941389,33.424037,100
2019-10-16 12:42:02,5ce376b1-2b46-43c1-ae91-1ba0bc658082,-111.9401933,33.4220391,78,2019-10-16 12:43:02,-111.939791,33.423106,51
2019-10-16 14:09:02,ab35131d-ec33-4f65-b125-245eca63a1f7,-111.959490215,33.3930192015,65,2019-10-16 14:10:02,-111.957024,33.393117,30
2019-10-16 14:29:01,c4dd8ade-8257-4766-9077-30c460eb8ac4,-111.909578,33.396318,25,2019-10-16 14:30:01,-111.910837367,33.3939110209,25
2019-10-16 15:31:01,49cfe192-d8ca-4193-a27e-ca6c779d7891,-111.934773125,33.4097304136,76,2019-10-16 15:32:01,-111.934902,33.414292,100
2019-10-16 15:35:01,96de5551-7ab9-450a-8ed2-4d824efae53f,-111.936996,33.414816,70,2019-10-16 15:36:01,-111.935267943,33.4142865006,70
2019-10-16 15:48:01,3cc9474f-5275-4804-9d25-868af252d417,-111.9416956,33.421939,62,2019-10-16 15:49:01,-111.940217,33.422114,48
2019-10-16 15:49:01,f8edf9ae-970d-4701-b323-35bb7343e1bd,-111.942399,33.419686,60,2019-10-16 15:50:01,-111.940167,33.419008,39
2019-10-16 17:06:02,2cf8f1a2-ddc0-4f45-a92f-5c74929915fa,-111.936993,33.422176,100,2019-10-16 17:26:02,-111.927595,33.414994,90
2019-10-16 17:26:02,2cf8f1a2-ddc0-4f45-a92f-5c74929915fa,-111.927595,33.414994,90,2019-10-16 17:27:02,-111.930446,33.414869,89
2019-10-16 17:33:02,2cf8f1a2-ddc0-4f45-a92f-5c74929915fa,-111.930446,33.414869,89,2019-10-16 17:36:02,-111.932667,33.414888,89
2019-10-16 17:46:02,2cf8f1a2-ddc0-4f45-a92f-5c74929915fa,-111.932667,33.414888,91,2019-10-16 18:05:02,-111.936752,33.422207,74
2019-10-16 15:54:01,295ef90c-8373-4509-9355-06631352180e,-111.941982,33.421853,43,2019-10-16 15:55:01,-111.940311645,33.4220680547,43
2019-10-16 18:25:02,295ef90c-8373-4509-9355-06631352180e,-111.939351,33.422496,70,2019-10-16 18:26:02,-111.940224487,33.4218671825,70
2019-10-16 19:06:01,295ef90c-8373-4509-9355-06631352180e,-111.940268,33.422288,70,2019-10-16 19:07:01,-111.940528,33.423239,70
2019-10-16 19:16:01,295ef90c-8373-4509-9355-06631352180e,-111.940528,33.423239,70,2019-10-16 19:17:01,-111.940374,33.422182,70
2019-10-16 22:16:01,295ef90c-8373-4509-9355-06631352180e,-111.940195,33.421981,69,2019-10-16 22:17:01,-111.939921,33.422996,69
2019-10-16 22:25:01,295ef90c-8373-4509-9355-06631352180e,-111.939921,33.422996,69,2019-10-16 22:26:01,-111.940323,33.422107,69
2019-10-17 01:06:02,295ef90c-8373-4509-9355-06631352180e,-111.940261,33.421902,69,2019-10-17 01:07:02,-111.94044,33.423103,69
2019-10-17 01:15:02,295ef90c-8373-4509-9355-06631352180e,-111.94044,33.423103,69,2019-10-17 01:16:02,-111.940261,33.421952,69
2019-10-16 16:11:01,1737229a-add0-47d6-b201-0c3a60f90aea,-111.934528,33.413553,56,2019-10-16 16:12:01,-111.934375,33.409755,52
2019-10-16 16:11:01,e60dbcf0-2eeb-459a-9b08-4214c2a9e612,-111.9424143,33.4190018,58,2019-10-16 16:12:01,-111.940168,33.418439,25
2019-10-16 16:33:02,70e55878-3e68-4723-878c-20dd945aeda3,-111.940121,33.423023,75,2019-10-16 16:34:02,-111.940223,33.422047,79
2019-10-16 16:48:02,3054493d-da50-40b1-b27b-80bef0d4d425,-111.924220584,33.4146858193,100,2019-10-16 16:49:02,-111.925585,33.414745,100
2019-10-17 04:29:02,9149080b-9541-4b91-8c0d-a4f15022e0e6,-111.952084,33.408089,88,2019-10-17 04:30:02,-111.950619,33.407505,88
2019-10-18 04:42:02,9149080b-9541-4b91-8c0d-a4f15022e0e6,-111.955249,33.40856,57,2019-10-18 04:43:02,-111.956016,33.410635,57
2019-10-18 04:44:02,9149080b-9541-4b91-8c0d-a4f15022e0e6,-111.956016,33.410635,57,2019-10-18 04:45:02,-111.95612,33.41388,57
2019-10-18 04:45:02,9149080b-9541-4b91-8c0d-a4f15022e0e6,-111.95612,33.41388,57,2019-10-18 04:46:02,-111.956426,33.416384,57
2019-10-18 14:18:01,9149080b-9541-4b91-8c0d-a4f15022e0e6,-111.945888,33.42179,43,2019-10-18 14:19:01,-111.944233,33.421789,44
2019-10-16 17:02:02,43692fff-6bc9-45a2-a422-52dec89db8b2,-111.9181771,33.4195121,83,2019-10-16 17:03:02,-111.924516,33.420519,58
2019-10-16 17:26:02,fdb5086f-47b3-4d10-8f25-acdc7ea38274,-111.927477,33.415005,53,2019-10-16 17:27:02,-111.930477,33.414847,52
2019-10-16 19:33:01,fdb5086f-47b3-4d10-8f25-acdc7ea38274,-111.926124,33.411153,25,2019-10-16 19:34:01,-111.926079,33.409787,26
2019-10-16 19:35:01,fdb5086f-47b3-4d10-8f25-acdc7ea38274,-111.926079,33.409787,26,2019-10-16 19:38:01,-111.927738,33.407423,26
2019-10-16 17:39:02,ffa7c4d0-3343-4112-b4c3-54c9358b8f42,-111.934759,33.40748,70,2019-10-16 17:40:02,-111.934883,33.414232,85
2019-10-16 17:46:02,70b4ed33-554e-459e-9383-2972b90f222e,-111.932671,33.414884,27,2019-10-16 17:53:02,-111.926459511,33.4148888099,26
2019-10-16 17:38:02,686ad310-3931-4ddc-8700-e706b8a55403,-111.94514,33.414674,66,2019-10-16 17:39:02,-111.949575586,33.414152281,66
2019-10-16 20:02:01,686ad310-3931-4ddc-8700-e706b8a55403,-111.949525,33.414265,74,2019-10-16 20:04:01,-111.952045,33.414591,74
2019-10-16 17:45:03,fb303b64-9ace-4ea5-a272-a8157c43c1f8,-111.921438848,33.4167381928,87,2019-10-16 17:46:02,-111.925921,33.416888,63
2019-10-16 18:23:02,6c4c0c0f-b74e-4345-83f5-0b4f77bd6b37,-111.940626903,33.4072844731,58,2019-10-16 18:24:02,-111.945192,33.407147,33
2019-10-16 18:36:02,782f6ae5-44a5-49fb-a6a6-9984b0a07e0a,-111.94,33.407524,40,2019-10-16 18:37:02,-111.940031111,33.4055493765,40
2019-10-16 18:57:02,d1dc3b61-3bf2-4c03-b912-bb3979e469c1,-111.939704,33.423357,21,2019-10-16 19:29:01,-111.936549217,33.3785936593,24
2019-10-16 19:30:01,d1dc3b61-3bf2-4c03-b912-bb3979e469c1,-111.936549217,33.3785936593,24,2019-10-16 19:31:01,-111.939704,33.423357,24
2019-10-17 16:33:02,eecf5375-893f-4694-8005-f4202556fa8b,-111.941759,33.420596,34,2019-10-17 16:34:02,-111.942153,33.421567,33
2019-10-17 16:34:02,eecf5375-893f-4694-8005-f4202556fa8b,-111.942153,33.421567,33,2019-10-17 16:35:02,-111.941754,33.420609,29
2019-10-17 17:32:02,eecf5375-893f-4694-8005-f4202556fa8b,-111.941754,33.420609,31,2019-10-17 17:33:02,-111.940117,33.417627,13
2019-10-17 18:24:02,eecf5375-893f-4694-8005-f4202556fa8b,-111.940308,33.417881,29,2019-10-17 18:25:02,-111.941285,33.420421,18
2019-10-17 19:21:02,eecf5375-893f-4694-8005-f4202556fa8b,-111.941732,33.420566,28,2019-10-17 19:22:02,-111.94038,33.421322,27
2019-10-17 19:25:02,eecf5375-893f-4694-8005-f4202556fa8b,-111.94038,33.421322,25,2019-10-17 19:26:02,-111.941753,33.420568,24
2019-10-18 00:42:01,eecf5375-893f-4694-8005-f4202556fa8b,-111.941763,33.420695,22,2019-10-18 00:43:02,-111.942768,33.421543,18
2019-10-18 00:57:01,eecf5375-893f-4694-8005-f4202556fa8b,-111.942443,33.421437,20,2019-10-18 00:58:01,-111.941751,33.420605,18
2019-10-18 04:31:02,eecf5375-893f-4694-8005-f4202556fa8b,-111.941796,33.420568,16,2019-10-18 04:32:02,-111.94216,33.421591,13
2019-10-18 04:40:02,eecf5375-893f-4694-8005-f4202556fa8b,-111.942183,33.42168,15,2019-10-18 04:47:02,-111.940378,33.419258,11
2019-10-16 19:04:01,a85f7c04-de41-4484-b0f9-e1027dde4f71,-111.926138196,33.4148861049,100,2019-10-16 19:05:01,-111.923006,33.414717,97
2019-10-17 20:37:02,e99c6962-fb53-41df-85e4-066dde288776,-111.952082,33.416072,33,2019-10-17 20:40:02,-111.952076542,33.4169950519,33
2019-10-17 20:59:02,e99c6962-fb53-41df-85e4-066dde288776,-111.952076542,33.4169950519,33,2019-10-17 21:00:03,-111.952082,33.416072,33
2019-10-17 21:07:02,e99c6962-fb53-41df-85e4-066dde288776,-111.952082,33.416072,33,2019-10-17 21:08:02,-111.952124,33.417071,33
2019-10-16 19:27:01,72731589-b9a7-499e-b5b6-75a6ed24c728,-111.944309988,33.4204849433,89,2019-10-16 19:28:01,-111.944296,33.418936,83
2019-10-16 19:45:01,84700cb5-e63e-4273-9290-b163f4fa83d7,-111.939973,33.407269,36,2019-10-16 19:46:01,-111.940018,33.408451,39
2019-10-16 19:57:02,48bbb9a5-7837-408e-9d05-d142205e708b,-111.926148,33.418319,85,2019-10-16 19:58:01,-111.926081,33.421851,87
2019-10-16 19:51:01,7533595e-800f-4e2c-8027-778b4f23ee39,-111.943777073,33.4189460473,70,2019-10-16 19:52:01,-111.940202359,33.4189822153,70
2019-10-16 19:59:01,4658dd50-8854-42a4-b533-18de15fe9350,-111.9397,33.414646,49,2019-10-16 20:00:01,-111.941442,33.413961,45
2019-10-16 20:08:01,0ba64431-5519-499e-bff4-7027019bf0fb,-111.9475155,33.3918662,98,2019-10-16 20:09:01,-111.945933,33.391071,61
2019-10-16 20:16:01,e74182ad-91f9-4bda-b546-7530ad70060e,-111.92130496,33.4145699265,27,2019-10-16 20:17:01,-111.918833,33.414419,12
2019-10-16 20:39:01,d6bf3484-1f6f-4b20-9dde-ab55c4856a53,-111.932958,33.409482,13,2019-10-16 20:40:01,-111.933088,33.410407,12
2019-10-16 20:42:01,9e363506-448b-423a-807b-5b135fc4c900,-111.94402,33.418943,26,2019-10-16 20:43:01,-111.940182,33.419024,24
2019-10-16 20:59:01,09267a33-6102-41f2-90d3-887a1ddcc066,-111.921120286,33.4018272674,73,2019-10-16 21:00:01,-111.920476,33.400994,55
2019-10-16 21:21:01,b9fd8d32-a4d5-4d15-ad6c-b9f3ee39a396,-111.9338342,33.4091787,98,2019-10-16 21:22:01,-111.932859,33.410091,94
2019-10-16 21:14:01,32f2ea3f-d1e0-41bb-bc83-5d8db3ed74c9,-111.9228186,33.41683,92,2019-10-16 21:15:01,-111.925731,33.417241,71
2019-10-16 21:24:01,68607986-cdd6-4eb9-9ade-a02fb39db58e,-111.944278,33.415169,43,2019-10-16 21:25:01,-111.94471,33.413967,44
2019-10-16 21:43:01,5faeca11-640e-4524-8f78-1c044b745154,-111.923555,33.414969,30,2019-10-16 21:44:01,-111.925828047,33.4148938294,30
2019-10-16 21:50:01,0ab26b0f-832d-4800-8197-a95d1c55ae99,-111.934872,33.410247,97,2019-10-16 21:51:01,-111.935031,33.414315,87
2019-10-16 21:51:01,3f4f5b95-4886-4589-bc3d-6d14e25f1d89,-111.9579833,33.4113094,38,2019-10-16 21:52:01,-111.958316,33.41039,42
2019-10-16 21:56:01,d39c8e6f-17a5-4dde-b0c5-2f0d7a433bd6,-111.952247,33.409407,66,2019-10-16 21:57:01,-111.95285,33.407527,67
2019-10-16 22:19:01,bfa60b8d-333b-4850-b154-cfaa60f49c41,-111.919031,33.41959,70,2019-10-16 22:20:01,-111.916795,33.419339,70
2019-10-16 22:28:01,75ae61cb-2e72-41f3-8d38-f42a19479148,-111.908956985,33.4045789612,47,2019-10-16 22:29:01,-111.908589881,33.4016772479,47
2019-10-16 23:07:01,3b242696-0d78-4b1c-8b50-02e5a0f2eb9b,-111.91781647,33.4167204403,18,2019-10-16 23:08:01,-111.915208,33.417595,18
2019-10-16 23:21:01,81d392a8-5d45-444e-a26d-3999521d0308,-111.9371293,33.4226575,37,2019-10-16 23:22:01,-111.938355,33.422439,31
2019-10-17 19:08:02,81d392a8-5d45-444e-a26d-3999521d0308,-111.938477,33.422689,30,2019-10-17 19:09:02,-111.937737,33.421979,30
2019-10-16 23:16:01,9c9262b3-0f47-453b-87eb-2b01234f2adc,-111.940083,33.41593,30,2019-10-16 23:17:01,-111.940173,33.418975,36
2019-10-16 23:31:02,5c37b8fc-7eb7-456e-984f-d92f283f05da,-111.926498,33.407581,94,2019-10-16 23:32:01,-111.9271764,33.4038547,94
2019-10-16 23:32:01,a71d28b3-9bc1-47d5-91ec-efff7fc24a6a,-111.909266,33.410166,83,2019-10-16 23:33:01,-111.909959614,33.4078447614,83
2019-10-16 23:41:01,0ac1a5a0-626c-421c-be4e-a58c4fb51358,-111.909897002,33.4078645427,83,2019-10-16 23:42:01,-111.914197,33.407619,93
2019-10-16 23:44:01,20ec4724-07ce-4dfd-8192-67c003c64622,-111.9402034,33.4060159,65,2019-10-16 23:45:01,-111.942198,33.405795,47
2019-10-16 23:52:01,e8eab164-0145-4783-86fd-adb5f0d9d178,-111.939862356,33.423343023,28,2019-10-16 23:53:01,-111.941348,33.423304,27
2019-10-18 15:29:02,e8eab164-0145-4783-86fd-adb5f0d9d178,-111.941007,33.423011,25,2019-10-18 16:08:02,-111.929357,33.421933,25
2019-10-16 23:53:01,9244d24a-41b4-4c20-950c-1a448d56f59f,-111.925742,33.402159,52,2019-10-16 23:54:01,-111.921265,33.401723,48
2019-10-17 00:05:02,6bfc33d0-916a-4439-abb0-17fc70036a25,-111.939829,33.394649,27,2019-10-17 00:06:01,-111.941093,33.394271,36
2019-10-17 00:07:01,577a1a54-188a-4941-a64f-763c555e4394,-111.936663,33.414035,27,2019-10-17 00:08:01,-111.935434,33.414103,26
2019-10-17 00:55:02,8c6f5a2c-ab22-4e8f-87e9-e6303ef03d50,-111.909007107,33.3927564562,11,2019-10-17 00:56:01,-111.909494,33.41816,22
2019-10-17 00:56:01,8b7284e6-a32b-4170-9225-ecbfdca9d3ee,-111.9561112,33.4141537,42,2019-10-17 00:57:02,-111.9522559,33.4145049,42
2019-10-17 01:10:01,dddc1511-8824-4ab7-8768-6966c5105193,-111.941229,33.422147,15,2019-10-17 01:11:02,-111.940134,33.423376,27
2019-10-17 01:12:02,7793e925-145f-4fe1-8222-f8717d882f4e,-111.940271,33.407521,55,2019-10-17 01:13:02,-111.939284,33.408168,57
2019-10-17 01:25:02,2f95e7b3-7435-4946-8514-1a043cd33346,-111.90694062,33.4075940168,67,2019-10-17 01:26:02,-111.909717,33.407704,39
2019-10-17 01:42:02,cf382196-867c-4c6f-bbec-f317e9578a34,-111.917709,33.417993,64,2019-10-17 01:43:02,-111.913620477,33.4195672399,64
2019-10-17 01:45:02,966c4f97-b06c-44de-a6c0-8448e69ed036,-111.906341612,33.4145528275,48,2019-10-17 01:46:02,-111.905018,33.415084,40
2019-10-17 01:46:02,85eccda9-b35a-4985-8260-de366bcee457,-111.9331511,33.3870344,83,2019-10-17 01:47:03,-111.932014,33.386588,66
2019-10-17 02:15:02,1b1c57cd-8344-4339-adc8-3702ed19f7c2,-111.941841,33.421829,80,2019-10-17 02:16:02,-111.944706207,33.422159208,80
2019-10-17 02:17:02,cedd0200-827f-4bed-a681-21e1cd25d74e,-111.935315,33.394259,57,2019-10-17 02:18:02,-111.937879,33.394486,57
2019-10-17 02:19:02,db31a0c5-a06f-43f9-9ecf-028cbcc5a9be,-111.942521,33.416653,40,2019-10-17 02:20:02,-111.942604,33.414843,40
2019-10-17 16:36:02,c4cfc0bf-59f8-405a-ba76-d0f2ba5c5392,-111.909277,33.414515,100,2019-10-17 16:37:02,-111.908056,33.4146435326,100
2019-10-17 02:31:02,352a63e9-b1d1-4ea2-b66e-ecfc0f9e9350,-111.9132883,33.4183919,27,2019-10-17 02:41:02,-111.914774,33.417992,25
2019-10-17 02:53:02,54588cde-57ce-4891-a351-1d12f3f840f5,-111.960991,33.414423,70,2019-10-17 02:54:02,-111.961308,33.413075,84
2019-10-17 03:05:02,5cbf8030-664f-4e12-a0be-cf4070e15b2b,-111.940114556,33.420538982,53,2019-10-17 03:06:02,-111.940142,33.421574,48
2019-10-17 03:06:02,21c813a2-2c8b-47cb-8ad0-abdcca0c2908,-111.924027616,33.4148707518,85,2019-10-17 03:07:02,-111.925181,33.414913,78
2019-10-17 15:10:01,c6808d6a-8fc3-4c0a-a51b-d0a705fd6762,-111.940851538,33.4229651699,24,2019-10-17 15:11:01,-111.939566,33.422644,24
2019-10-17 03:33:02,855aa8c2-ad85-4695-bada-c2d82d41cbf1,-111.930657551,33.4029100417,11,2019-10-17 03:43:02,-111.930691,33.40151,25
2019-10-17 03:36:03,fbc0ec5d-40c2-4dd6-991e-0e00c9add2f7,-111.960992,33.411675,78,2019-10-17 03:37:02,-111.961243,33.407847,75
2019-10-17 03:36:03,10882e66-e70a-447a-ae99-c444fdaea516,-111.940168554,33.4220330784,87,2019-10-17 03:37:02,-111.940166,33.418947,72
2019-10-17 04:02:02,87b39353-b706-49d8-a28e-67b2c4231e4e,-111.93942,33.392942,58,2019-10-17 04:03:02,-111.938606,33.391692,60
